Unnamed: 0,tags,value,series_id
2705,sharesOutstandingTickerSymbol,EUSB,S000004361
2706,fundType,Exchange-Traded Fund,S000004361
2707,fundType,Index Fund,S000004361
2708,isIndexFundAffiliated,N,S000004361
2709,isIndexFundExclusive,N,S000004361
2710,indexFundReturnDiffBeforeExpense,0.04000000,S000004361
2711,indexFundReturnDiffAfterExpense,-0.07000000,S000004361
2712,indexFundReturnDailyStdevBeforeExpense,0.32000000,S000004361
2713,indexFundReturnDailyStdevAfterExpense,0.32000000,S000004361
2714,isNonDiversifiedCompany,Y,S000004361
2715,isForeignSubsidiary,N,S000004361
2716,isFundSecuritiesLending,Y,S000004361
2717,didFundLendSecurities,Y,S000004361
2718,isFundLiquidated,N,S000004361
2719,isFundAdverselyImpacted,N,S000004361
2720,securitiesAgentName,"BlackRock Institutional Trust Company, National Association",S000004361
2721,securitiesAgentLei,549300RK1FB0VMTPD087,S000004361
2722,isSecuritiesAgentAffiliated,Y,S000004361
2723,isSecurityAgentIdemnity,Y,S000004361
2724,idemnityProviderName,"BlackRock, Inc.",S000004361
2725,idemnityProviderLei,549300LRIF3NWCU26A80,S000004361
2726,didIndemnificationRights,N,S000004361
2727,collateralManagerName,BlackRock Fund Advisors,S000004361
2728,collateralManagerLei,549300YOOGP0Y1M95C20,S000004361
2729,isCollateralManagerAffliliated,Y,S000004361
2730,isCollateralManagerAffliliatedWithFund,Y,S000004361
2731,paymentToAgentManagerType,Other,S000004361
2732,paymentToAgentManagerType,Revenue sharing split,S000004361
2733,paymentToAgentManagerType,Cash collateral reinvestment fee,S000004361
2734,otherFeeDesc,Rebates paid to borrowers,S000004361
2735,avgPortfolioSecuritiesValue,13105031.80000000,S000004361
2736,netIncomeSecuritiesLending,61601.00000000,S000004361
2737,relyOnRuleType,Rule 18f-4(f)(17 CFR 270.18f-4(f)),S000004361
2738,relyOnRuleType,Rule 6c-11 (17 CFR 270.6c-11),S000004361
2739,relyOnRuleType,Rule 12d1-1 (17 CFR 270.12d1-1),S000004361
2740,relyOnRuleType,Rule 12d1-4 (17 CFR 270.12d1-4),S000004361
2741,relyOnRuleType,Rule 17a-6 (17 CFR 270.17a-6),S000004361
2742,relyOnRuleType,Rule 32a-4 (17 CFR 270.32a-4),S000004361
2743,relyOnRuleType,Rule 18f-4 (17 CFR 270.18f-4),S000004361
2744,relyOnRuleType,Rule 17a-7 (17 CFR 270.17a-7),S000004361
2745,isExpenseLimitationInPlace,Y,S000004361
2746,isExpenseReducedOrWaived,Y,S000004361
2747,isFeesWaivedRecoupable,N,S000004361
2748,isExpenseWaivedRecoupable,N,S000004361
2749,investmentAdviserName,BlackRock Fund Advisors,S000004361
2750,investmentAdviserFileNo,801-22609,S000004361
2751,investmentAdviserCrdNo,000105247,S000004361
2752,investmentAdviserLei,549300YOOGP0Y1M95C20,S000004361
2753,investmentAdviserState,US-CA,S000004361
2754,investmentAdviserCountry,US,S000004361
2755,isInvestmentAdviserHired,N,S000004361
2756,transferAgentName,State Street Bank and Trust Company,S000004361
2757,transferAgentFileNo,85-05003,S000004361
2758,transferAgentLei,571474TGEMMWANRLN572,S000004361
2759,transferAgentState,US-MA,S000004361
2760,transferAgentCountry,US,S000004361
2761,isTransferAgentAffiliated,N,S000004361
2762,isTransferAgentSubAgent,N,S000004361
2763,isTransferAgentHiredOrTerminated,N,S000004361
2764,pricingServiceName,Refinitiv US Holdings Inc.,S000004361
2765,pricingServiceLei,549300NF240HXJO7N016,S000004361
2766,pricingServiceState,US-CT,S000004361
2767,pricingServiceCountry,US,S000004361
2768,isPricingServiceAffiliated,N,S000004361
2769,pricingServiceName,Bloomberg L.P.,S000004361
2770,pricingServiceLei,549300B56MD0ZC402L06,S000004361
2771,pricingServiceState,US-NY,S000004361
2772,pricingServiceCountry,US,S000004361
2773,isPricingServiceAffiliated,N,S000004361
2774,pricingServiceName,IHS Markit Ltd.,S000004361
2775,pricingServiceLei,549300HLPTRASHS0E726,S000004361
2776,pricingServiceCountry,GB,S000004361
2777,isPricingServiceAffiliated,N,S000004361
2778,pricingServiceName,"ICE Data Services, Inc.",S000004361
2779,pricingServiceLei,13-3668779,S000004361
2780,pricingServiceIdNumberDesc,Tax ID,S000004361
2781,pricingServiceState,US-NY,S000004361
2782,pricingServiceCountry,US,S000004361
2783,isPricingServiceAffiliated,N,S000004361
2784,isPricingServiceHiredOrTerminated,N,S000004361
2785,custodianName,Euroclear Bank,S000004361
2786,custodianLei,549300OZ46BRLZ8Y6F65,S000004361
2787,custodianCountry,BE,S000004361
2788,isCustodianAffiliated,N,S000004361
2789,isSubCustodian,Y,S000004361
2790,custodyType,Foreign securities depository - rule 17f-7 (17 CFR 270.17f-7),S000004361
2791,custodianName,State Street Bank and Trust Company,S000004361
2792,custodianLei,571474TGEMMWANRLN572,S000004361
2793,custodianState,US-MA,S000004361
2794,custodianCountry,US,S000004361
2795,isCustodianAffiliated,N,S000004361
2796,isSubCustodian,N,S000004361
2797,custodyType,Bank - section 17(f)(1) (15 U.S.C. 80a-17(f)(1)),S000004361
2798,custodianName,"Wells Fargo Securities, LLC",S000004361
2799,custodianLei,VYVVCKR63DVZZN70PB21,S000004361
2800,custodianState,US-NC,S000004361
2801,custodianCountry,US,S000004361
2802,isCustodianAffiliated,N,S000004361
2803,isSubCustodian,Y,S000004361
2804,custodyType,Futures commission merchants and commodity clearing organizations - rule 17f-6 (17 CFR 270.17f-6),S000004361
2805,isCustodianHiredOrTerminated,N,S000004361
2806,isShareholderServiceHiredTerminated,N,S000004361
2807,adminName,State Street Bank and Trust Company,S000004361
2808,adminLei,571474TGEMMWANRLN572,S000004361
2809,adminState,US-MA,S000004361
2810,adminCountry,US,S000004361
2811,isAdminAffiliated,N,S000004361
2812,isAdminSubAdmin,N,S000004361
2813,isAdminHiredOrTerminated,N,S000004361
2814,brokerDealerName,"BlackRock Investments, LLC",S000004361
2815,brokerDealerFileNo,8-48436,S000004361
2816,brokerDealerCrdNo,000038642,S000004361
2817,brokerDealerLei,54930061FBHCKXL2G714,S000004361
2818,brokerDealerState,US-NY,S000004361
2819,brokerDealerCountry,US,S000004361
2820,brokerDealerCommission,0.00000000,S000004361
2821,brokerDealerName,BlackRock Execution Services,S000004361
2822,brokerDealerFileNo,8-48719,S000004361
2823,brokerDealerCrdNo,000039438,S000004361
2824,brokerDealerLei,549300HFCRQ0NT5KY652,S000004361
2825,brokerDealerState,US-NY,S000004361
2826,brokerDealerCountry,US,S000004361
2827,brokerDealerCommission,0.00000000,S000004361
2828,aggregateCommission,0.00000000,S000004361
2829,principalName,BlackRock Funds III - BlackRock Cash Funds: Treasury,S000004361
2830,principalFileNo,,S000004361
2831,principalCrdNo,,S000004361
2832,principalLei,5493005PQV5UQG4OSI49,S000004361
2833,principalState,US-DE,S000004361
2834,principalCountry,US,S000004361
2835,principalTotalPurchaseSale,319310000.00000000,S000004361
2836,principalName,Goldman Sachs & Co. LLC,S000004361
2837,principalFileNo,8-129,S000004361
2838,principalCrdNo,000000361,S000004361
2839,principalLei,FOR8UP27PHTHYVLBNG30,S000004361
2840,principalState,US-NY,S000004361
2841,principalCountry,US,S000004361
2842,principalTotalPurchaseSale,400007668.26000000,S000004361
2843,principalName,"BofA Securities, Inc.",S000004361
2844,principalFileNo,8-69787,S000004361
2845,principalCrdNo,000283942,S000004361
2846,principalLei,549300HN4UKV1E2R3U73,S000004361
2847,principalState,US-NY,S000004361
2848,principalCountry,US,S000004361
2849,principalTotalPurchaseSale,355750809.43000000,S000004361
2850,principalName,J.P. Morgan Securities LLC,S000004361
2851,principalFileNo,8-35008,S000004361
2852,principalCrdNo,000000079,S000004361
2853,principalLei,ZBUT11V806EZRVTWT807,S000004361
2854,principalState,US-NY,S000004361
2855,principalCountry,US,S000004361
2856,principalTotalPurchaseSale,505456099.03000000,S000004361
2857,principalName,Citigroup Global Markets Inc.,S000004361
2858,principalFileNo,8-8177,S000004361
2859,principalCrdNo,000007059,S000004361
2860,principalLei,MBNUM2BPBDO7JBLYG310,S000004361
2861,principalState,US-NY,S000004361
2862,principalCountry,US,S000004361
2863,principalTotalPurchaseSale,471609920.06000000,S000004361
2864,principalName,Commerz Markets LLC,S000004361
2865,principalFileNo,8-49647,S000004361
2866,principalCrdNo,000041957,S000004361
2867,principalLei,549300IMBXQ8SGH3HJ31,S000004361
2868,principalState,US-NY,S000004361
2869,principalCountry,US,S000004361
2870,principalTotalPurchaseSale,80628966.15000000,S000004361
2871,principalName,Barclays Capital Inc.,S000004361
2872,principalFileNo,8-41342,S000004361
2873,principalCrdNo,000019714,S000004361
2874,principalLei,AC28XWWI3WIBK2824319,S000004361
2875,principalState,US-NY,S000004361
2876,principalCountry,US,S000004361
2877,principalTotalPurchaseSale,98630595.91000000,S000004361
2878,principalName,Credit Suisse Securities (USA) LLC,S000004361
2879,principalFileNo,8-422,S000004361
2880,principalCrdNo,000000816,S000004361
2881,principalLei,1V8Y6QCX6YMJ2OELII46,S000004361
2882,principalState,US-NY,S000004361
2883,principalCountry,US,S000004361
2884,principalTotalPurchaseSale,99071850.18000000,S000004361
2885,principalName,"Wells Fargo Securities, LLC",S000004361
2886,principalFileNo,8-65876,S000004361
2887,principalCrdNo,000126292,S000004361
2888,principalLei,VYVVCKR63DVZZN70PB21,S000004361
2889,principalState,US-NC,S000004361
2890,principalCountry,US,S000004361
2891,principalTotalPurchaseSale,123257383.24000000,S000004361
2892,principalName,Morgan Stanley & Co. LLC,S000004361
2893,principalFileNo,8-15869,S000004361
2894,principalCrdNo,000008209,S000004361
2895,principalLei,9R7GPTSO7KV3UQJZQ078,S000004361
2896,principalState,US-NY,S000004361
2897,principalCountry,US,S000004361
2898,principalTotalPurchaseSale,537487490.38000000,S000004361
2899,principalAggregatePurchase,3283892434.27000000,S000004361
2900,isBrokerageResearchPayment,N,S000004361
2901,mnthlyAvgNetAssets,745683722.54923076,S000004361
2902,hasLineOfCredit,N,S000004361
2903,isInterfundLending,N,S000004361
2904,isInterfundBorrowing,N,S000004361
2905,mgmtInvFundName,iShares Core U.S. Aggregate Bond ETF,S000004361
2906,mgmtInvSeriesId,S000004362,S000004361
2907,mgmtInvLei,549300F7VSXTKBGHJE47,S000004361
2908,isFirstFilingByFund,N,S000004361
2909,numAuthorizedClass,0,S000004361
2910,numAddedClass,0,S000004361
2911,numTerminatedClass,0,S000004361
2912,sharesOutstandingClassName,iShares Core U.S. Aggregate Bond ETF,S000004361
2913,sharesOutstandingClassId,C000012092,S000004361
2914,sharesOutstandingTickerSymbol,AGG,S000004361
2915,fundType,Exchange-Traded Fund,S000004361
2916,fundType,Index Fund,S000004361
2917,isIndexFundAffiliated,N,S000004361
2918,isIndexFundExclusive,N,S000004361
2919,indexFundReturnDiffBeforeExpense,0.08000000,S000004361
2920,indexFundReturnDiffAfterExpense,0.05000000,S000004361
2921,indexFundReturnDailyStdevBeforeExpense,0.34000000,S000004361
2922,indexFundReturnDailyStdevAfterExpense,0.34000000,S000004361
2923,fundType,Master-Feeder Fund,S000004361
2924,feederFundName,iShares U.S. Aggregate Bond Index ETF (CAD-Hedged),S000004361
2925,regFeederFundFileNo,,S000004361
2926,regFeederFundSeriesIdNo,,S000004361
2927,regFeederFundLei,,S000004361
2928,unregFeederFileNo,,S000004361
2929,unregFeederFundLei,549300NRTXUZAUPJ8B89,S000004361
2930,feederFundName,iShares U.S. Aggregate Bond Index ETF,S000004361
2931,regFeederFundFileNo,,S000004361
2932,regFeederFundSeriesIdNo,,S000004361
2933,regFeederFundLei,,S000004361
2934,unregFeederFileNo,,S000004361
2935,unregFeederFundLei,549300YFEJT0WK25HR81,S000004361
2936,isNonDiversifiedCompany,N,S000004361
2937,isForeignSubsidiary,N,S000004361
2938,isFundSecuritiesLending,Y,S000004361
2939,didFundLendSecurities,Y,S000004361
2940,isFundLiquidated,N,S000004361
2941,isFundAdverselyImpacted,N,S000004361
2942,securitiesAgentName,"BlackRock Institutional Trust Company, National Association",S000004361
2943,securitiesAgentLei,549300RK1FB0VMTPD087,S000004361
2944,isSecuritiesAgentAffiliated,Y,S000004361
2945,isSecurityAgentIdemnity,Y,S000004361
2946,idemnityProviderName,"BlackRock, Inc.",S000004361
2947,idemnityProviderLei,549300LRIF3NWCU26A80,S000004361
2948,didIndemnificationRights,N,S000004361
2949,collateralManagerName,BlackRock Fund Advisors,S000004361
2950,collateralManagerLei,549300YOOGP0Y1M95C20,S000004361
2951,isCollateralManagerAffliliated,Y,S000004361
2952,isCollateralManagerAffliliatedWithFund,Y,S000004361
2953,paymentToAgentManagerType,Revenue sharing split,S000004361
2954,paymentToAgentManagerType,Cash collateral reinvestment fee,S000004361
2955,paymentToAgentManagerType,Other,S000004361
2956,otherFeeDesc,Rebates paid to borrowers,S000004361
2957,avgPortfolioSecuritiesValue,889750537.96000000,S000004361
2958,netIncomeSecuritiesLending,3427844.00000000,S000004361
2959,relyOnRuleType,Rule 12d1-1 (17 CFR 270.12d1-1),S000004361
2960,relyOnRuleType,Rule 32a-4 (17 CFR 270.32a-4),S000004361
2961,relyOnRuleType,Rule 18f-4(f)(17 CFR 270.18f-4(f)),S000004361
2962,relyOnRuleType,Rule 12d1-4 (17 CFR 270.12d1-4),S000004361
2963,relyOnRuleType,Rule 17a-7 (17 CFR 270.17a-7),S000004361
2964,relyOnRuleType,Rule 18f-4 (17 CFR 270.18f-4),S000004361
2965,relyOnRuleType,Rule 6c-11 (17 CFR 270.6c-11),S000004361
2966,isExpenseLimitationInPlace,Y,S000004361
2967,isExpenseReducedOrWaived,Y,S000004361
2968,isFeesWaivedRecoupable,N,S000004361
2969,isExpenseWaivedRecoupable,N,S000004361
2970,investmentAdviserName,BlackRock Fund Advisors,S000004361
2971,investmentAdviserFileNo,801-22609,S000004361
2972,investmentAdviserCrdNo,000105247,S000004361
2973,investmentAdviserLei,549300YOOGP0Y1M95C20,S000004361
2974,investmentAdviserState,US-CA,S000004361
2975,investmentAdviserCountry,US,S000004361
2976,isInvestmentAdviserHired,N,S000004361
2977,transferAgentName,State Street Bank and Trust Company,S000004361
2978,transferAgentFileNo,85-05003,S000004361
2979,transferAgentLei,571474TGEMMWANRLN572,S000004361
2980,transferAgentState,US-MA,S000004361
2981,transferAgentCountry,US,S000004361
2982,isTransferAgentAffiliated,N,S000004361
2983,isTransferAgentSubAgent,N,S000004361
2984,isTransferAgentHiredOrTerminated,N,S000004361
2985,pricingServiceName,Refinitiv US Holdings Inc.,S000004361
2986,pricingServiceLei,549300NF240HXJO7N016,S000004361
2987,pricingServiceState,US-CT,S000004361
2988,pricingServiceCountry,US,S000004361
2989,isPricingServiceAffiliated,N,S000004361
2990,pricingServiceName,Bloomberg L.P.,S000004361
2991,pricingServiceLei,549300B56MD0ZC402L06,S000004361
2992,pricingServiceState,US-NY,S000004361
2993,pricingServiceCountry,US,S000004361
2994,isPricingServiceAffiliated,N,S000004361
2995,pricingServiceName,"ICE Data Services, Inc.",S000004361
2996,pricingServiceLei,13-3668779,S000004361
2997,pricingServiceIdNumberDesc,Tax ID,S000004361
2998,pricingServiceState,US-NY,S000004361
2999,pricingServiceCountry,US,S000004361
3000,isPricingServiceAffiliated,N,S000004361
3001,pricingServiceName,IHS Markit Ltd.,S000004361
3002,pricingServiceLei,549300HLPTRASHS0E726,S000004361
3003,pricingServiceCountry,GB,S000004361
3004,isPricingServiceAffiliated,N,S000004361
3005,isPricingServiceHiredOrTerminated,N,S000004361
3006,custodianName,State Street Bank and Trust Company,S000004361
3007,custodianLei,571474TGEMMWANRLN572,S000004361
3008,custodianState,US-MA,S000004361
3009,custodianCountry,US,S000004361
3010,isCustodianAffiliated,N,S000004361
3011,isSubCustodian,N,S000004361
3012,custodyType,Bank - section 17(f)(1) (15 U.S.C. 80a-17(f)(1)),S000004361
3013,custodianName,J.P. Morgan Securities LLC,S000004361
3014,custodianLei,ZBUT11V806EZRVTWT807,S000004361
3015,custodianState,US-NY,S000004361
3016,custodianCountry,US,S000004361
3017,isCustodianAffiliated,N,S000004361
3018,isSubCustodian,Y,S000004361
3019,custodyType,Futures commission merchants and commodity clearing organizations - rule 17f-6 (17 CFR 270.17f-6),S000004361
3020,custodianName,Euroclear Bank,S000004361
3021,custodianLei,549300OZ46BRLZ8Y6F65,S000004361
3022,custodianCountry,BE,S000004361
3023,isCustodianAffiliated,N,S000004361
3024,isSubCustodian,Y,S000004361
3025,custodyType,Foreign securities depository - rule 17f-7 (17 CFR 270.17f-7),S000004361
3026,isCustodianHiredOrTerminated,N,S000004361
3027,isShareholderServiceHiredTerminated,N,S000004361
3028,adminName,State Street Bank and Trust Company,S000004361
3029,adminLei,571474TGEMMWANRLN572,S000004361
3030,adminState,US-MA,S000004361
3031,adminCountry,US,S000004361
3032,isAdminAffiliated,N,S000004361
3033,isAdminSubAdmin,N,S000004361
3034,isAdminHiredOrTerminated,N,S000004361
3035,brokerDealerName,BlackRock Execution Services,S000004361
3036,brokerDealerFileNo,8-48719,S000004361
3037,brokerDealerCrdNo,000039438,S000004361
3038,brokerDealerLei,549300HFCRQ0NT5KY652,S000004361
3039,brokerDealerState,US-NY,S000004361
3040,brokerDealerCountry,US,S000004361
3041,brokerDealerCommission,0.00000000,S000004361
3042,brokerDealerName,"BlackRock Investments, LLC",S000004361
3043,brokerDealerFileNo,8-48436,S000004361
3044,brokerDealerCrdNo,000038642,S000004361
3045,brokerDealerLei,54930061FBHCKXL2G714,S000004361
3046,brokerDealerState,US-NY,S000004361
3047,brokerDealerCountry,US,S000004361
3048,brokerDealerCommission,0.00000000,S000004361
3049,aggregateCommission,0.00000000,S000004361
3050,principalName,Barclays Capital Inc.,S000004361
3051,principalFileNo,8-41342,S000004361
3052,principalCrdNo,000019714,S000004361
3053,principalLei,AC28XWWI3WIBK2824319,S000004361
3054,principalState,US-NY,S000004361
3055,principalCountry,US,S000004361
3056,principalTotalPurchaseSale,5700210032.53000000,S000004361
3057,principalName,Morgan Stanley & Co. LLC,S000004361
3058,principalFileNo,8-15869,S000004361
3059,principalCrdNo,000008209,S000004361
3060,principalLei,9R7GPTSO7KV3UQJZQ078,S000004361
3061,principalState,US-NY,S000004361
3062,principalCountry,US,S000004361
3063,principalTotalPurchaseSale,38302650092.58000000,S000004361
3064,principalName,J.P. Morgan Securities LLC,S000004361
3065,principalFileNo,8-35008,S000004361
3066,principalCrdNo,000000079,S000004361
3067,principalLei,ZBUT11V806EZRVTWT807,S000004361
3068,principalState,US-NY,S000004361
3069,principalCountry,US,S000004361
3070,principalTotalPurchaseSale,31659126361.01000000,S000004361
